:START_ID,:END_ID,:TYPE,evidenceStatus
standard-category:ai-interfaces,standard-section:operations,BROADER,DIRECT_OBSERVATION
standard-category:catalog-apis,standard-section:discovery,BROADER,DIRECT_OBSERVATION
standard-category:contracts,standard-section:definition,BROADER,DIRECT_OBSERVATION
standard-category:data-products,standard-section:definition,BROADER,DIRECT_OBSERVATION
standard-category:data-quality,standard-section:operations,BROADER,DIRECT_OBSERVATION
standard-category:database-connectivity,standard-section:movement,BROADER,DIRECT_OBSERVATION
standard-category:file-formats,standard-section:storage,BROADER,DIRECT_OBSERVATION
standard-category:in-memory-format,standard-section:transformation,BROADER,DIRECT_OBSERVATION
standard-category:interconnection,standard-section:movement,BROADER,DIRECT_OBSERVATION
standard-category:lineage,standard-section:discovery,BROADER,DIRECT_OBSERVATION
standard-category:messaging,standard-section:movement,BROADER,DIRECT_OBSERVATION
standard-category:observability,standard-section:operations,BROADER,DIRECT_OBSERVATION
standard-category:open-table-formats,standard-section:storage,BROADER,DIRECT_OBSERVATION
standard-category:policies,standard-section:operations,BROADER,DIRECT_OBSERVATION
standard-category:processing,standard-section:transformation,BROADER,DIRECT_OBSERVATION
standard-category:query,standard-section:operations,BROADER,DIRECT_OBSERVATION
standard-category:schema,standard-section:definition,BROADER,DIRECT_OBSERVATION
standard-category:semantics,standard-section:definition,BROADER,DIRECT_OBSERVATION
standard-category:storage-systems,standard-section:storage,BROADER,DIRECT_OBSERVATION
regulation-category:eu-data-and-ai-acts,regulation-section:law,BROADER,DIRECT_OBSERVATION
regulation-category:eu-resilience-and-security-acts,regulation-section:law,BROADER,DIRECT_OBSERVATION
regulation-category:global-and-sector-regulation,regulation-section:law,BROADER,DIRECT_OBSERVATION
regulation-category:data-management-frameworks,regulation-section:governance,BROADER,DIRECT_OBSERVATION
regulation-category:metadata-and-quality,regulation-section:governance,BROADER,DIRECT_OBSERVATION
regulation-category:usage-policy-and-rights,regulation-section:governance,BROADER,DIRECT_OBSERVATION
regulation-category:management-systems,regulation-section:security,BROADER,DIRECT_OBSERVATION
regulation-category:security-controls,regulation-section:security,BROADER,DIRECT_OBSERVATION
regulation-category:privacy,regulation-section:security,BROADER,DIRECT_OBSERVATION
regulation-category:threat-intelligence,regulation-section:security,BROADER,DIRECT_OBSERVATION
regulation-category:identity-and-access,regulation-section:identity,BROADER,DIRECT_OBSERVATION
regulation-category:agent-identity-and-trust,regulation-section:identity,BROADER,DIRECT_OBSERVATION
regulation-category:agent-interaction,regulation-section:identity,BROADER,DIRECT_OBSERVATION
regulation-category:ai-governance,regulation-section:ai,BROADER,DIRECT_OBSERVATION
regulation-category:application-and-api-security,regulation-section:ai,BROADER,DIRECT_OBSERVATION
regulation-category:cloud-and-certification,regulation-section:assurance,BROADER,DIRECT_OBSERVATION
regulation-category:audit-and-attestation,regulation-section:assurance,BROADER,DIRECT_OBSERVATION
regulation-category:software-supply-chain,regulation-section:assurance,BROADER,DIRECT_OBSERVATION
regulation-category:data-spaces-and-sovereignty,regulation-section:assurance,BROADER,DIRECT_OBSERVATION
pattern-type:batch-file-ingestion,module-type:define,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:batch-file-ingestion,module-type:trigger,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:batch-file-ingestion,module-type:orchestrate,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:batch-file-ingestion,module-type:govern,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:batch-file-ingestion,module-type:store,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:api-pull-ingestion,module-type:define,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:api-pull-ingestion,module-type:trigger,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:api-pull-ingestion,module-type:orchestrate,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:api-pull-ingestion,module-type:govern,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:api-pull-ingestion,module-type:store,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:event-driven-ingestion,module-type:define,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:event-driven-ingestion,module-type:trigger,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:event-driven-ingestion,module-type:orchestrate,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:event-driven-ingestion,module-type:govern,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:event-driven-ingestion,module-type:store,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:database-cdc-ingestion,module-type:define,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:database-cdc-ingestion,module-type:trigger,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:database-cdc-ingestion,module-type:orchestrate,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:database-cdc-ingestion,module-type:govern,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:database-cdc-ingestion,module-type:store,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:object-store-replication,module-type:define,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:object-store-replication,module-type:trigger,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:object-store-replication,module-type:orchestrate,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:object-store-replication,module-type:govern,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:object-store-replication,module-type:store,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:table-format-streaming,module-type:define,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:table-format-streaming,module-type:trigger,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:table-format-streaming,module-type:orchestrate,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:table-format-streaming,module-type:govern,HAS_MODULE,MODELLED_VOCABULARY
pattern-type:table-format-streaming,module-type:store,HAS_MODULE,MODELLED_VOCABULARY
module-type:define,component-type:data-product-definition,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:define,component-type:data-contract-definition,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:define,component-type:semantic-description,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:trigger,component-type:trigger-invocation,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:trigger,component-type:workload-planning,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:orchestrate,component-type:secure-read-access,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:orchestrate,component-type:source-connectivity,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:orchestrate,component-type:workload-execution-orchestration,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:orchestrate,component-type:lineage-emission,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:govern,component-type:state-and-idempotency,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:govern,component-type:validation-and-contract-binding,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:govern,component-type:failure-isolation,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:store,component-type:secure-write-access,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:store,component-type:metadata-registration,HAS_COMPONENT,MODELLED_VOCABULARY
module-type:store,component-type:store-write-data-product,HAS_COMPONENT,MODELLED_VOCABULARY
standard:sql,standard-category:query,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:sql,assessment:sql,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:sql,standard:sql,ASSESSES,DIRECT_OBSERVATION
assessment:sql,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:sql,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:sql,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:mdx,standard-category:query,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:mdx,assessment:mdx,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:mdx,standard:mdx,ASSESSES,DIRECT_OBSERVATION
assessment:mdx,judgement:caution,JUDGED_AS,DIRECT_OBSERVATION
assessment:mdx,tier:legacy,HAS_TIER,DIRECT_OBSERVATION
standard:mdx,governance:vendor-led,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:substrait,standard-category:query,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:substrait,assessment:substrait,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:substrait,standard:substrait,ASSESSES,DIRECT_OBSERVATION
assessment:substrait,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:substrait,tier:stable,HAS_TIER,DIRECT_OBSERVATION
assessment:substrait,tier:niche,HAS_TIER,DIRECT_OBSERVATION
standard:substrait,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:opentelemetry,standard-category:observability,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:opentelemetry,assessment:opentelemetry,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:opentelemetry,standard:opentelemetry,ASSESSES,DIRECT_OBSERVATION
assessment:opentelemetry,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:opentelemetry,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:opentelemetry,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:oors,standard-category:observability,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:oors,assessment:oors,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:oors,standard:oors,ASSESSES,DIRECT_OBSERVATION
assessment:oors,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:oors,tier:emerging,HAS_TIER,DIRECT_OBSERVATION
standard:oors,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:odcs,standard-category:contracts,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:odcs,assessment:odcs,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:odcs,standard:odcs,ASSESSES,DIRECT_OBSERVATION
assessment:odcs,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:odcs,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:odcs,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:openapi,standard-category:contracts,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:openapi,assessment:openapi,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:openapi,standard:openapi,ASSESSES,DIRECT_OBSERVATION
assessment:openapi,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:openapi,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:openapi,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:asyncapi,standard-category:contracts,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:asyncapi,assessment:asyncapi,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:asyncapi,standard:asyncapi,ASSESSES,DIRECT_OBSERVATION
assessment:asyncapi,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:asyncapi,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:asyncapi,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:graphql,standard-category:contracts,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:graphql,assessment:graphql,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:graphql,standard:graphql,ASSESSES,DIRECT_OBSERVATION
assessment:graphql,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:graphql,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:graphql,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:grpc,standard-category:contracts,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:grpc,assessment:grpc,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:grpc,standard:grpc,ASSESSES,DIRECT_OBSERVATION
assessment:grpc,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:grpc,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:grpc,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:dbt,standard-category:processing,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:dbt,assessment:dbt,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:dbt,standard:dbt,ASSESSES,DIRECT_OBSERVATION
assessment:dbt,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:dbt,tier:vendor,HAS_TIER,DIRECT_OBSERVATION
standard:dbt,governance:vendor-led,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:great-expectations,standard-category:data-quality,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:great-expectations,assessment:great-expectations,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:great-expectations,standard:great-expectations,ASSESSES,DIRECT_OBSERVATION
assessment:great-expectations,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:great-expectations,tier:vendor,HAS_TIER,DIRECT_OBSERVATION
standard:great-expectations,governance:vendor-led,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:dbt-tests,standard-category:data-quality,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:dbt-tests,assessment:dbt-tests,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:dbt-tests,standard:dbt-tests,ASSESSES,DIRECT_OBSERVATION
assessment:dbt-tests,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:dbt-tests,tier:vendor,HAS_TIER,DIRECT_OBSERVATION
standard:dbt-tests,governance:vendor-led,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:sodacl,standard-category:data-quality,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:sodacl,assessment:sodacl,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:sodacl,standard:sodacl,ASSESSES,DIRECT_OBSERVATION
assessment:sodacl,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:sodacl,tier:vendor,HAS_TIER,DIRECT_OBSERVATION
standard:sodacl,governance:vendor-led,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:odps,standard-category:data-products,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:odps,assessment:odps,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:odps,standard:odps,ASSESSES,DIRECT_OBSERVATION
assessment:odps,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:odps,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:odps,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:dpds,standard-category:data-products,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:dpds,assessment:dpds,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:dpds,standard:dpds,ASSESSES,DIRECT_OBSERVATION
assessment:dpds,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:dpds,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:dpds,governance:community,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:odpspec,standard-category:data-products,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:odpspec,assessment:odpspec,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:odpspec,standard:odpspec,ASSESSES,DIRECT_OBSERVATION
assessment:odpspec,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:odpspec,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:odpspec,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:dprod,standard-category:data-products,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:dprod,assessment:dprod,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:dprod,standard:dprod,ASSESSES,DIRECT_OBSERVATION
assessment:dprod,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:dprod,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:dprod,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:iceberg,standard-category:open-table-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:iceberg,assessment:iceberg,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:iceberg,standard:iceberg,ASSESSES,DIRECT_OBSERVATION
assessment:iceberg,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:iceberg,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:iceberg,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:delta,standard-category:open-table-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:delta,assessment:delta,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:delta,standard:delta,ASSESSES,DIRECT_OBSERVATION
assessment:delta,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:delta,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:delta,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:hudi,standard-category:open-table-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:hudi,assessment:hudi,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:hudi,standard:hudi,ASSESSES,DIRECT_OBSERVATION
assessment:hudi,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:hudi,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:hudi,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:ducklake,standard-category:catalog-apis,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:ducklake,assessment:ducklake,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:ducklake,standard:ducklake,ASSESSES,DIRECT_OBSERVATION
assessment:ducklake,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:ducklake,tier:emerging,HAS_TIER,DIRECT_OBSERVATION
standard:ducklake,governance:vendor-led,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:xml-schema,standard-category:schema,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:xml-schema,assessment:xml-schema,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:xml-schema,standard:xml-schema,ASSESSES,DIRECT_OBSERVATION
assessment:xml-schema,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:xml-schema,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:xml-schema,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:json-schema,standard-category:schema,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:json-schema,assessment:json-schema,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:json-schema,standard:json-schema,ASSESSES,DIRECT_OBSERVATION
assessment:json-schema,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:json-schema,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:json-schema,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:sql-ddl,standard-category:schema,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:sql-ddl,assessment:sql-ddl,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:sql-ddl,standard:sql-ddl,ASSESSES,DIRECT_OBSERVATION
assessment:sql-ddl,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:sql-ddl,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:sql-ddl,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:avro-schema,standard-category:schema,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:avro-schema,assessment:avro-schema,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:avro-schema,standard:avro-schema,ASSESSES,DIRECT_OBSERVATION
assessment:avro-schema,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:avro-schema,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:avro-schema,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:protobuf,standard-category:schema,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:protobuf,assessment:protobuf,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:protobuf,standard:protobuf,ASSESSES,DIRECT_OBSERVATION
assessment:protobuf,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:protobuf,tier:vendor,HAS_TIER,DIRECT_OBSERVATION
standard:protobuf,governance:vendor-led,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:iceberg-catalog,standard-category:catalog-apis,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:iceberg-catalog,assessment:iceberg-catalog,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:iceberg-catalog,standard:iceberg-catalog,ASSESSES,DIRECT_OBSERVATION
assessment:iceberg-catalog,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:iceberg-catalog,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:iceberg-catalog,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:unity-catalog,standard-category:catalog-apis,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:unity-catalog,assessment:unity-catalog,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:unity-catalog,standard:unity-catalog,ASSESSES,DIRECT_OBSERVATION
assessment:unity-catalog,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:unity-catalog,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:unity-catalog,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:hive-metastore,standard-category:catalog-apis,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:hive-metastore,assessment:hive-metastore,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:hive-metastore,standard:hive-metastore,ASSESSES,DIRECT_OBSERVATION
assessment:hive-metastore,judgement:caution,JUDGED_AS,DIRECT_OBSERVATION
assessment:hive-metastore,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:hive-metastore,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:schema-registry,standard-category:catalog-apis,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:schema-registry,assessment:schema-registry,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:schema-registry,standard:schema-registry,ASSESSES,DIRECT_OBSERVATION
assessment:schema-registry,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:schema-registry,tier:vendor,HAS_TIER,DIRECT_OBSERVATION
standard:schema-registry,governance:vendor-led,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:csv,standard-category:file-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:csv,assessment:csv,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:csv,standard:csv,ASSESSES,DIRECT_OBSERVATION
assessment:csv,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:csv,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:csv,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:json,standard-category:file-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:json,assessment:json,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:json,standard:json,ASSESSES,DIRECT_OBSERVATION
assessment:json,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:json,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:json,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:xml,standard-category:file-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:xml,assessment:xml,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:xml,standard:xml,ASSESSES,DIRECT_OBSERVATION
assessment:xml,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:xml,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:xml,governance:formal-standard,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:yaml,standard-category:file-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:yaml,assessment:yaml,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:yaml,standard:yaml,ASSESSES,DIRECT_OBSERVATION
assessment:yaml,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:yaml,tier:stable,HAS_TIER,DIRECT_OBSERVATION
assessment:yaml,tier:niche,HAS_TIER,DIRECT_OBSERVATION
standard:yaml,governance:community,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:parquet,standard-category:file-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:parquet,assessment:parquet,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:parquet,standard:parquet,ASSESSES,DIRECT_OBSERVATION
assessment:parquet,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:parquet,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:parquet,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:avro,standard-category:file-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:avro,assessment:avro,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:avro,standard:avro,ASSESSES,DIRECT_OBSERVATION
assessment:avro,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:avro,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:avro,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:orc,standard-category:file-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:orc,assessment:orc,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:orc,standard:orc,ASSESSES,DIRECT_OBSERVATION
assessment:orc,judgement:situational,JUDGED_AS,DIRECT_OBSERVATION
assessment:orc,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:orc,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:lance,standard-category:file-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:lance,standard-category:open-table-formats,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:lance,assessment:lance,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:lance,standard:lance,ASSESSES,DIRECT_OBSERVATION
assessment:lance,judgement:assess,JUDGED_AS,DIRECT_OBSERVATION
assessment:lance,tier:emerging,HAS_TIER,DIRECT_OBSERVATION
standard:lance,governance:community,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:openlineage,standard-category:lineage,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:openlineage,assessment:openlineage,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:openlineage,standard:openlineage,ASSESSES,DIRECT_OBSERVATION
assessment:openlineage,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:openlineage,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:openlineage,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
standard:opa,standard-category:policies,IN_STANDARD_CATEGORY,DIRECT_OBSERVATION
standard:opa,assessment:opa,HAS_ASSESSMENT,DIRECT_OBSERVATION
assessment:opa,standard:opa,ASSESSES,DIRECT_OBSERVATION
assessment:opa,judgement:adopt,JUDGED_AS,DIRECT_OBSERVATION
assessment:opa,tier:stable,HAS_TIER,DIRECT_OBSERVATION
standard:opa,governance:foundation,HAS_GOVERNANCE_TYPE,DIRECT_OBSERVATION
